Tipo NI;CNPJ;Período de Apuração;Data de Transmissão;Hora Transmissão;Categoria;Origem;Tipo;Situação;Débito Apurado;Saldo a Pagar
CNPJ;1,10951E+13;01/09/2025;16/10/2025;19:04:10;Geral;eSocial;Retificadora;Ativa;R$ 21.637,71;R$ 20.262,80
CNPJ;1,10951E+13;01/08/2025;30/09/2025;09:04:15;Geral;eSocial;Original;Ativa;R$ 21.671,68;R$ 20.719,74
CNPJ;1,10951E+13;01/07/2025;15/08/2025;16:23:46;Geral;eSocial;Original;Ativa;R$ 22.847,25;R$ 21.937,25
CNPJ;1,10951E+13;01/06/2025;15/07/2025;16:20:18;Geral;eSocial;Retificadora;Ativa;R$ 21.187,75;R$ 20.342,75
CNPJ;1,10951E+13;01/05/2025;11/06/2025;12:00:04;Geral;eSocial;Retificadora;Ativa;R$ 18.964,60;R$ 18.147,90
CNPJ;1,32578E+13;01/08/2025;09/09/2025;09:59:17;Geral;eSocial;Original;Ativa;R$ 9.972,20;R$ 9.746,71
CNPJ;1,32578E+13;01/06/2025;08/07/2025;08:14:00;Geral;eSocial;Original;Ativa;R$ 10.316,40;R$ 8.638,24
CNPJ;1,32578E+13;01/05/2025;09/06/2025;08:24:01;Geral;eSocial;Original;Ativa;R$ 8.664,22;R$ 6.014,49
CNPJ;1,23769E+13;01/08/2025;22/09/2025;22:12:37;Geral;MIT;Original;Ativa;R$ 3.252,15;R$ 3.252,15
CNPJ;1,23769E+13;01/07/2025;21/08/2025;23:19:12;Geral;MIT;Original;Ativa;R$ 3.169,44;R$ 3.169,44
CNPJ;1,23769E+13;01/06/2025;29/07/2025;10:47:20;Geral;eSocial, MIT;Retificadora;Ativa;R$ 15.602,36;R$ 15.602,36
CNPJ;1,23769E+13;01/05/2025;16/06/2025;21:26:56;Geral;eSocial, MIT;Retificadora;Ativa;R$ 6.756,18;R$ 6.756,18
CNPJ;1,18631E+13;01/09/2025;01/09/2025;12:51:44;"Aferição - CNO
90.006.37098/72";SERO;Original;Ativa;R$ 27.552,92;R$ 27.552,92
CNPJ;1,18631E+13;01/07/2025;21/08/2025;10:41:03;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 67.606,74;R$ 67.502,64
CNPJ;1,18631E+13;01/06/2025;06/08/2025;16:47:50;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 339.360,80;R$ 339.360,80
CNPJ;1,18631E+13;01/05/2025;16/06/2025;15:11:59;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 65.683,20;R$ 65.683,20
CNPJ;1,37925E+13;01/06/2025;31/07/2025;20:16:30;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 5.794,50;R$ 5.794,50
CNPJ;1,37857E+13;01/09/2025;15/10/2025;17:40:12;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;1,37857E+13;01/08/2025;12/09/2025;14:12:59;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;1,37857E+13;01/07/2025;14/08/2025;18:52:22;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 470,58;R$ 470,58
CNPJ;1,37857E+13;01/06/2025;15/07/2025;14:52:20;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;1,37857E+13;01/05/2025;11/06/2025;11:21:25;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;1,34153E+13;01/10/2025;;;Geral;eSocial;Original;Em andamento;R$ 732,99;R$ 732,99
CNPJ;1,34153E+13;01/08/2025;10/09/2025;08:51:54;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 39.467,27;R$ 39.337,27
CNPJ;1,34153E+13;01/07/2025;18/08/2025;16:36:05;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 26.436,17;R$ 26.306,17
CNPJ;1,34153E+13;01/06/2025;09/07/2025;10:41:51;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 44.998,71;R$ 42.696,83
CNPJ;1,34153E+13;01/05/2025;06/06/2025;17:03:59;Geral;eSocial, REINF CP, REINF RET, MIT;Original;Ativa;R$ 22.219,79;R$ 19.917,91
CNPJ;1,41035E+13;01/09/2025;02/10/2025;09:53:44;Geral;eSocial;Original;Ativa;R$ 1.575,44;R$ 1.510,44
CNPJ;1,41035E+13;01/07/2025;05/08/2025;10:19:40;Geral;eSocial;Original;Ativa;R$ 1.493,83;R$ 1.428,83
CNPJ;1,41035E+13;01/06/2025;01/07/2025;16:40:51;Geral;eSocial;Original;Ativa;R$ 1.472,76;R$ 1.407,76
CNPJ;1,41035E+13;01/05/2025;03/06/2025;12:33:07;Geral;eSocial;Original;Ativa;R$ 1.614,98;R$ 1.484,98
CNPJ;1,38411E+13;01/09/2025;13/10/2025;09:28:39;Geral;eSocial;Original;Ativa;R$ 3.791,43;R$ 3.791,43
CNPJ;1,38411E+13;01/08/2025;27/08/2025;17:14:59;Geral;eSocial;Original;Ativa;R$ 4.401,57;R$ 4.401,57
CNPJ;1,38411E+13;01/07/2025;28/07/2025;09:26:14;Geral;eSocial;Original;Ativa;R$ 3.474,77;R$ 3.474,77
CNPJ;1,38411E+13;01/06/2025;02/07/2025;10:57:51;Geral;eSocial;Original;Ativa;R$ 3.472,99;R$ 3.472,99
CNPJ;1,38411E+13;01/05/2025;12/06/2025;09:50:04;Geral;eSocial;Original;Ativa;R$ 3.822,93;R$ 3.822,93
CNPJ;1,53864E+13;01/08/2025;07/10/2025;15:44:22;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 19.180,11;R$ 19.050,11
CNPJ;1,53864E+13;01/06/2025;22/07/2025;09:57:01;Geral;eSocial, MIT;Retificadora;Ativa;R$ 54.271,99;R$ 54.271,99
CNPJ;1,53864E+13;01/05/2025;11/06/2025;15:01:18;Geral;eSocial, MIT;Retificadora;Ativa;R$ 23.027,14;R$ 22.897,14
CNPJ;1,4877E+13;01/09/2025;15/10/2025;07:59:26;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 7.958,62;R$ 7.958,62
CNPJ;1,4877E+13;01/08/2025;01/09/2025;11:02:28;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 7.923,15;R$ 6.787,82
CNPJ;1,4877E+13;01/07/2025;27/08/2025;16:58:06;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 7.965,60;R$ 7.397,93
CNPJ;1,4877E+13;01/06/2025;11/07/2025;16:50:26;Geral;eSocial;Retificadora;Ativa;R$ 8.166,90;R$ 3.581,30
CNPJ;1,4877E+13;01/05/2025;11/07/2025;16:52:22;Geral;eSocial;Retificadora;Ativa;R$ 10.373,99;R$ 3.730,98
CNPJ;1,46615E+13;01/08/2025;15/09/2025;15:17:54;Geral;MIT;Original;Ativa;R$ 6.535,02;R$ 6.535,02
CNPJ;1,46615E+13;01/07/2025;18/08/2025;10:07:19;Geral;REINF RET, MIT;Retificadora;Ativa;R$ 6.519,28;R$ 6.519,28
CNPJ;1,46615E+13;01/06/2025;22/07/2025;08:17:50;Geral;MIT;Original;Ativa;R$ 62.279,58;R$ 62.279,58
CNPJ;1,46615E+13;01/05/2025;12/06/2025;17:40:38;Geral;MIT;Original;Ativa;R$ 6.562,48;R$ 6.562,48
CNPJ;1,72501E+13;01/07/2025;22/07/2025;09:26:29;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;1,72501E+13;01/05/2025;10/06/2025;08:59:36;Geral;eSocial;Original;Ativa;R$ 1.113,24;R$ 1.113,24
CNPJ;1,6859E+13;01/09/2025;08/10/2025;09:21:05;Geral;eSocial;Original;Ativa;R$ 2.900,53;R$ 2.900,53
CNPJ;1,6859E+13;01/08/2025;03/09/2025;10:30:44;Geral;eSocial;Original;Ativa;R$ 3.499,67;R$ 3.499,67
CNPJ;1,6859E+13;01/07/2025;08/08/2025;17:17:31;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.947,33;R$ 2.910,50
CNPJ;1,6859E+13;01/06/2025;07/07/2025;14:54:19;Geral;eSocial;Original;Ativa;R$ 2.932,34;R$ 2.932,34
CNPJ;1,6859E+13;01/05/2025;10/06/2025;09:41:06;Geral;eSocial;Original;Ativa;R$ 3.148,98;R$ 3.083,98
CNPJ;1,67504E+13;01/09/2025;13/10/2025;12:22:55;Geral;eSocial, REINF CP;Original;Ativa;R$ 11.760,87;R$ 11.760,87
CNPJ;1,67504E+13;01/08/2025;11/09/2025;11:58:39;Geral;eSocial, REINF CP;Original;Ativa;R$ 11.541,77;R$ 11.541,77
CNPJ;1,67504E+13;01/07/2025;15/08/2025;14:57:25;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 11.426,52;R$ 11.426,52
CNPJ;1,67504E+13;01/06/2025;10/07/2025;11:43:18;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 11.535,67;R$ 11.535,67
CNPJ;1,67504E+13;01/05/2025;09/06/2025;11:40:29;Geral;eSocial, REINF CP;Original;Ativa;R$ 11.926,92;R$ 11.926,92
CNPJ;1,76578E+13;01/09/2025;08/10/2025;17:42:13;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.888,84;R$ 1.888,84
CNPJ;1,76578E+13;01/07/2025;09/08/2025;05:26:54;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.611,12;R$ 1.611,12
CNPJ;1,76578E+13;01/06/2025;15/07/2025;15:10:27;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.579,82;R$ 1.579,82
CNPJ;1,76578E+13;01/05/2025;11/06/2025;07:42:51;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.817,17;R$ 1.817,17
CNPJ;1,7334E+13;01/09/2025;20/10/2025;12:07:17;Geral;eSocial;Retificadora;Ativa;R$ 21.064,18;R$ 21.064,18
CNPJ;1,7334E+13;01/08/2025;16/09/2025;09:53:25;Geral;eSocial;Retificadora;Ativa;R$ 18.332,08;R$ 18.332,08
CNPJ;1,7334E+13;01/07/2025;18/08/2025;12:08:54;Geral;eSocial;Original;Ativa;R$ 17.621,96;R$ 17.621,96
CNPJ;1,7334E+13;01/06/2025;14/07/2025;09:14:22;Geral;eSocial;Retificadora;Ativa;R$ 17.097,31;R$ 17.097,31
CNPJ;1,7334E+13;01/05/2025;17/06/2025;15:08:55;Geral;eSocial;Original;Ativa;R$ 8.423,90;R$ 8.423,90
CNPJ;2,15728E+13;01/09/2025;13/10/2025;09:26:36;Geral;eSocial;Original;Ativa;R$ 3.708,61;R$ 3.708,61
CNPJ;2,15728E+13;01/07/2025;25/07/2025;11:42:40;Geral;eSocial;Original;Ativa;R$ 3.543,13;R$ 3.543,13
CNPJ;2,15728E+13;01/06/2025;09/07/2025;10:32:30;Geral;eSocial;Original;Ativa;R$ 3.419,87;R$ 3.419,87
CNPJ;2,15728E+13;01/05/2025;12/06/2025;10:43:42;Geral;eSocial;Original;Ativa;R$ 3.965,48;R$ 3.965,48
CNPJ;2,11811E+13;01/09/2025;25/09/2025;11:28:08;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,11811E+13;01/08/2025;25/08/2025;08:29:44;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,11811E+13;01/07/2025;28/07/2025;15:04:29;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,11811E+13;jun/25;16/06/2025;08:34:37;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,11811E+13;01/05/2025;21/05/2025;16:19:21;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,03578E+13;01/07/2025;12/08/2025;10:49:19;Geral;REINF RET;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;2,03578E+13;01/06/2025;28/07/2025;22:10:12;Geral;eSocial, MIT;Retificadora;Ativa;R$ 168.937,34;R$ 168.937,34
CNPJ;2,03578E+13;01/05/2025;30/05/2025;15:00:22;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;2,25424E+13;01/07/2025;18/08/2025;12:20:54;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 14.086,56;R$ 13.761,56
CNPJ;2,25424E+13;01/05/2025;11/06/2025;11:21:12;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 14.108,24;R$ 13.913,24
CNPJ;2,2181E+13;01/09/2025;07/10/2025;12:44:10;Geral;eSocial;Original;Ativa;R$ 2.130,13;R$ 2.130,13
CNPJ;2,2181E+13;01/08/2025;08/09/2025;16:12:59;Geral;eSocial;Original;Ativa;R$ 2.029,00;R$ 2.029,00
CNPJ;2,2181E+13;01/07/2025;15/09/2025;14:49:04;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 1.954,99;R$ 1.954,99
CNPJ;2,2181E+13;01/06/2025;08/07/2025;12:07:00;Geral;eSocial;Original;Ativa;R$ 1.703,94;R$ 1.703,94
CNPJ;2,2181E+13;01/05/2025;10/06/2025;12:53:13;Geral;eSocial;Original;Ativa;R$ 1.289,27;R$ 1.289,27
CNPJ;2,17064E+13;01/09/2025;06/10/2025;14:58:42;Geral;eSocial;Original;Ativa;R$ 229,29;R$ 164,29
CNPJ;2,17064E+13;01/08/2025;02/09/2025;11:47:38;Geral;eSocial;Retificadora;Ativa;R$ 121,23;R$ 56,23
CNPJ;2,17064E+13;01/07/2025;12/08/2025;12:04:57;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 161,57;R$ 96,57
CNPJ;2,17064E+13;01/06/2025;03/07/2025;13:44:23;Geral;eSocial;Original;Ativa;R$ 228,82;R$ 163,82
CNPJ;2,17064E+13;01/05/2025;03/06/2025;14:20:11;Geral;eSocial;Original;Ativa;R$ 139,82;R$ 74,82
CNPJ;2,32347E+13;01/09/2025;03/10/2025;10:53:19;Geral;eSocial;Original;Ativa;R$ 4.478,44;R$ 4.478,44
CNPJ;2,32347E+13;01/08/2025;04/09/2025;08:14:08;Geral;eSocial;Original;Ativa;R$ 4.110,20;R$ 4.110,20
CNPJ;2,32347E+13;01/07/2025;05/08/2025;17:01:51;Geral;eSocial;Original;Ativa;R$ 4.821,95;R$ 4.821,95
CNPJ;2,32347E+13;01/06/2025;03/07/2025;09:36:04;Geral;eSocial;Retificadora;Ativa;R$ 3.916,28;R$ 3.916,28
CNPJ;2,32347E+13;01/05/2025;05/06/2025;09:05:34;Geral;eSocial;Original;Ativa;R$ 3.909,35;R$ 3.909,35
CNPJ;2,27964E+13;01/09/2025;25/09/2025;11:19:07;Geral;eSocial;Original;Ativa;R$ 941,16;R$ 941,16
CNPJ;2,27964E+13;01/08/2025;22/08/2025;14:18:23;Geral;eSocial;Original;Ativa;R$ 941,16;R$ 941,16
CNPJ;2,27964E+13;01/07/2025;11/08/2025;13:26:15;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 941,16;R$ 941,16
CNPJ;2,27964E+13;01/06/2025;16/06/2025;08:34:30;Geral;eSocial;Original;Ativa;R$ 941,16;R$ 941,16
CNPJ;2,27964E+13;01/05/2025;21/05/2025;16:16:01;Geral;eSocial;Original;Ativa;R$ 941,16;R$ 941,16
CNPJ;2,4204E+13;01/08/2025;17/09/2025;17:13:00;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 3.084,11;R$ 3.084,11
CNPJ;2,4204E+13;01/06/2025;01/08/2025;17:01:07;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.804,97;R$ 2.804,97
CNPJ;2,4204E+13;01/05/2025;17/06/2025;17:25:54;Geral;eSocial;Original;Ativa;R$ 2.812,60;R$ 2.812,60
CNPJ;2,41271E+13;01/09/2025;07/10/2025;13:57:22;Geral;eSocial;Original;Ativa;R$ 3.892,56;R$ 3.450,56
CNPJ;2,41271E+13;01/08/2025;04/09/2025;22:13:24;Geral;eSocial;Original;Ativa;R$ 3.669,51;R$ 2.976,32
CNPJ;2,41271E+13;01/07/2025;13/08/2025;14:39:06;Geral;eSocial;Original;Ativa;R$ 3.970,59;R$ 3.255,59
CNPJ;2,41271E+13;01/06/2025;10/07/2025;07:04:25;Geral;eSocial;Original;Ativa;R$ 3.742,96;R$ 3.131,96
CNPJ;2,41271E+13;01/05/2025;06/06/2025;09:26:07;Geral;eSocial;Original;Ativa;R$ 3.594,25;R$ 3.074,25
CNPJ;2,33611E+13;01/09/2025;02/10/2025;22:53:19;Geral;eSocial;Original;Ativa;R$ 1.729,27;R$ 1.664,27
CNPJ;2,33611E+13;01/08/2025;04/09/2025;09:30:44;Geral;eSocial;Original;Ativa;R$ 1.910,92;R$ 1.845,92
CNPJ;2,33611E+13;01/07/2025;04/09/2025;09:58:01;Geral;eSocial;Retificadora;Ativa;R$ 1.937,23;R$ 1.872,23
CNPJ;2,33611E+13;01/06/2025;01/07/2025;16:18:52;Geral;eSocial;Original;Ativa;R$ 1.872,81;R$ 1.807,81
CNPJ;2,33611E+13;01/05/2025;14/08/2025;14:19:56;Geral;eSocial;Retificadora;Ativa;R$ 1.816,43;R$ 1.751,43
CNPJ;2,70942E+13;01/09/2025;14/10/2025;16:56:34;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,70942E+13;01/07/2025;12/08/2025;08:48:38;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,70942E+13;01/06/2025;10/07/2025;09:15:22;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,70942E+13;01/05/2025;04/06/2025;14:37:24;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;2,69805E+13;01/09/2025;15/10/2025;14:56:12;Geral;eSocial;Original;Ativa;R$ 11.055,86;R$ 10.730,86
CNPJ;2,69805E+13;01/08/2025;25/09/2025;08:53:32;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 12.982,98;R$ 593,39
CNPJ;2,69805E+13;01/07/2025;10/10/2025;10:01:52;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 13.090,34;R$ 762,47
CNPJ;2,69805E+13;01/06/2025;28/07/2025;11:03:59;Geral;eSocial, MIT;Retificadora;Ativa;R$ 22.951,12;R$ 10.174,53
CNPJ;2,69805E+13;01/05/2025;24/06/2025;16:31:28;Geral;eSocial, MIT;Retificadora;Ativa;R$ 12.994,39;R$ 12.708,39
CNPJ;2,62705E+13;01/07/2025;01/08/2025;16:44:51;Geral;REINF RET;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;2,62705E+13;01/05/2025;18/06/2025;09:54:34;Geral;REINF CP;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;2,7363E+13;01/09/2025;15/10/2025;16:19:18;Geral;eSocial;Original;Ativa;R$ 1.540,56;R$ 1.540,56
CNPJ;2,7363E+13;01/07/2025;28/08/2025;17:55:40;Geral;eSocial;Original;Ativa;R$ 1.540,56;R$ 1.540,56
CNPJ;2,7363E+13;01/06/2025;28/07/2025;17:27:13;Geral;eSocial;Original;Ativa;R$ 1.540,56;R$ 1.540,56
CNPJ;2,7363E+13;01/05/2025;11/07/2025;17:00:04;Geral;eSocial;Original;Ativa;R$ 1.540,56;R$ 1.540,56
CNPJ;2,72269E+13;01/08/2025;19/09/2025;10:42:51;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 100.071,55;R$ 97.758,39
CNPJ;2,72269E+13;01/07/2025;12/09/2025;09:20:25;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 114.137,58;R$ 110.587,94
CNPJ;2,72269E+13;01/06/2025;22/07/2025;10:47:41;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 257.876,25;R$ 254.239,94
CNPJ;2,72269E+13;01/05/2025;17/06/2025;09:19:44;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 127.556,92;R$ 123.924,17
CNPJ;2,71852E+13;01/08/2025;24/09/2025;22:04:58;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 36.233,58;R$ 35.817,58
CNPJ;2,71852E+13;01/07/2025;22/08/2025;15:26:37;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 28.912,37;R$ 28.327,37
CNPJ;2,71852E+13;01/06/2025;29/08/2025;10:05:53;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 64.314,26;R$ 63.588,43
CNPJ;2,71852E+13;01/05/2025;23/06/2025;23:00:23;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 36.315,54;R$ 35.786,87
CNPJ;2,79302E+13;01/09/2025;15/10/2025;14:46:59;Geral;REINF CP, REINF RET;Original;Ativa;R$ 10,59;R$ 10,59
CNPJ;2,79302E+13;01/07/2025;20/08/2025;14:51:23;Geral;REINF CP, REINF RET;Retificadora;Ativa;R$ 10,59;R$ 10,59
CNPJ;2,79302E+13;01/06/2025;25/07/2025;14:24:51;Geral;REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 44,69;R$ 44,69
CNPJ;2,79302E+13;01/05/2025;16/06/2025;10:24:45;Geral;REINF CP, REINF RET;Original;Ativa;R$ 40,35;R$ 40,35
CNPJ;2,77091E+13;01/08/2025;23/09/2025;17:35:40;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 7.464,74;R$ 7.464,74
CNPJ;2,77091E+13;01/07/2025;25/08/2025;13:41:35;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 6.718,34;R$ 6.718,34
CNPJ;2,77091E+13;01/06/2025;25/07/2025;16:06:49;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 7.158,95;R$ 7.158,95
CNPJ;2,77091E+13;01/05/2025;23/06/2025;13:25:14;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 1.259,81;R$ 1.259,81
CNPJ;2,74899E+13;01/08/2025;26/09/2025;10:59:42;Geral;eSocial, REINF CP, REINF RET, MIT;Original;Ativa;R$ 44.926,44;R$ 44.926,44
CNPJ;2,74899E+13;01/07/2025;10/09/2025;16:49:13;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 33.193,40;R$ 33.193,40
CNPJ;2,74899E+13;01/06/2025;10/09/2025;16:48:43;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 196.252,99;R$ 177.073,92
CNPJ;2,74899E+13;01/05/2025;10/09/2025;16:47:43;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 29.986,63;R$ 29.986,63
CNPJ;2,83977E+13;01/08/2025;15/09/2025;10:59:31;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 3.818,04;R$ 3.818,04
CNPJ;2,83977E+13;01/06/2025;16/07/2025;17:20:35;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 3.554,13;R$ 3.554,13
CNPJ;2,83977E+13;01/05/2025;10/06/2025;17:21:16;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 3.536,16;R$ 3.536,16
CNPJ;2,8392E+13;01/09/2025;17/10/2025;10:56:38;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 2.419,11;R$ 2.419,11
CNPJ;2,8392E+13;01/08/2025;16/09/2025;18:15:36;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 2.703,33;R$ 2.703,33
CNPJ;2,8392E+13;01/07/2025;18/08/2025;18:00:03;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 1.913,28;R$ 1.913,28
CNPJ;2,8392E+13;01/06/2025;16/07/2025;15:52:30;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 1.809,07;R$ 1.809,07
CNPJ;2,8392E+13;01/05/2025;17/06/2025;18:47:19;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 1.729,72;R$ 1.729,72
CNPJ;2,81402E+13;01/08/2025;23/09/2025;14:29:57;Geral;MIT;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;2,81402E+13;01/07/2025;27/08/2025;11:15:06;Geral;MIT;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;2,81402E+13;01/06/2025;16/07/2025;16:08:00;Geral;MIT;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;2,81402E+13;01/05/2025;17/06/2025;15:04:41;Geral;MIT;Retificadora;Ativa;R$ 287,08;R$ 287,08
CNPJ;3,00648E+13;01/06/2025;21/07/2025;09:03:58;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 70.459,50;R$ 69.257,16
CNPJ;2,99488E+13;01/09/2025;07/10/2025;11:26:34;Geral;eSocial;Original;Ativa;R$ 3.356,69;R$ 3.356,69
CNPJ;2,99488E+13;01/08/2025;08/09/2025;17:51:18;Geral;eSocial;Original;Ativa;R$ 3.191,89;R$ 3.191,89
CNPJ;2,99488E+13;01/07/2025;15/09/2025;14:51:42;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 3.334,34;R$ 3.334,34
CNPJ;2,99488E+13;01/06/2025;31/07/2025;17:10:49;Geral;eSocial;Retificadora;Ativa;R$ 4.401,42;R$ 4.401,42
CNPJ;2,99488E+13;01/05/2025;10/06/2025;12:11:38;Geral;eSocial;Original;Ativa;R$ 5.460,48;R$ 5.460,48
CNPJ;2,92361E+13;01/09/2025;06/10/2025;10:31:59;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 742,11;R$ 742,11
CNPJ;2,92361E+13;01/08/2025;15/09/2025;11:35:29;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 742,11;R$ 742,11
CNPJ;2,92361E+13;01/07/2025;14/08/2025;20:22:04;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 742,11;R$ 742,11
CNPJ;2,92361E+13;01/06/2025;09/07/2025;19:59:49;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 742,11;R$ 742,11
CNPJ;2,92361E+13;01/05/2025;24/09/2025;13:56:06;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 670,97;R$ 670,97
CNPJ;3,10423E+13;01/06/2025;10/07/2025;10:48:31;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 4.550,49;R$ 4.550,49
CNPJ;3,06913E+13;01/08/2025;22/09/2025;23:02:44;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 55.263,27;R$ 55.263,27
CNPJ;3,06913E+13;01/07/2025;21/08/2025;23:03:24;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 62.878,70;R$ 62.878,70
CNPJ;3,06913E+13;01/06/2025;29/07/2025;10:59:06;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 294.400,04;R$ 294.400,04
CNPJ;3,06913E+13;01/05/2025;23/06/2025;21:15:12;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 63.452,43;R$ 63.452,43
CNPJ;3,0394E+13;01/09/2025;20/10/2025;10:49:07;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 16.508,39;R$ 16.508,39
CNPJ;3,0394E+13;01/08/2025;11/10/2025;10:57:35;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 2.576,48;R$ 2.576,48
CNPJ;3,0394E+13;01/07/2025;11/10/2025;10:57:08;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 11.238,81;R$ 11.238,81
